ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
BarabaTatar,BarabaTatar,,,,,,,
CodexCumanicus,CodexCumanicus,,,,,,,
NorthAltai,NorthAltai,,,,,,,
OldTurkic,OldTurkic,,,,,,,
SouthAltai,SouthAltai,,,,,,,
Azeri,Azeri,,,,,,,
Bashkir,Bashkir,,,,,,,
Chuvash,Chuvash,,,,,,,
CrimeanTatar,CrimeanTatar,,,,,,,
Dolgan,Dolgan,,,,,,,
Gagauz,Gagauz,,,,,,,
KaraKalpak,KaraKalpak,,,,,,,
KarachayBalkar,KarachayBalkar,,,,,,,
Karaim,Karaim,,,,,,,
Kazakh,Kazakh,,,,,,,
Khakas,Khakas,,,,,,,
Khalaj,Khalaj,,,,,,,
Kirghiz,Kirghiz,,,,,,,
Kumyk,Kumyk,,,,,,,
MiddleChulym,MiddleChulym,,,,,,,
Nogai,Nogai,,,,,,,
Salar,Salar,,,,,,,
WestYugur,WestYugur,,,,,,,
Shor,Shor,,,,,,,
KazanTatar,KazanTatar,,,,,,,
Tofa,Tofa,,,,,,,
Turkish,Turkish,,,,,,,
Turkmen,Turkmen,,,,,,,
Tuvan,Tuvan,,,,,,,
Uyghur,Uyghur,,,,,,,
Uzbek,Uzbek,,,,,,,
Yakut,Yakut,,,,,,,
Khalkha,Khalkha,,,,,,,
Buriat,Buriat,,,,,,,
Kalmyck,Kalmyck,,,,,,,
Oirat,Oirat,,,,,,,
Kamnigan,Kamnigan,,,,,,,
Dagur,Dagur,,,,,,,
ShiraYughur,Shira-Yughur,,,,,,,
Baoan,Baoan,,,,,,,
Dongxian,Dongxian,,,,,,,
Minhe,Minhe,,,,,,,
Huzhu,Huzhu,,,,,,,
Kangjia,Kangjia,,,,,,,
Moghol,Moghol,,,,,,,
MiddleMongolianSecretHistory,Middle Mongolian (Secret History),,,,,,,
MiddleMongolianMuqaddimataladab,Middle Mongolian (Muqaddimat al-adab),,,,,,,
Hezhe,Hezhe,,,,,,,
Oroch,Oroch,,,,,,,
Udihe,Udihe,,,,,,,
NanaiMiddleAmur,Nanai (Middle Amur),,,,,,,
KurUrmi,Kur-Urmi,,,,,,,
NanaiBikin,Nanai (Bikin),,,,,,,
Orok,Orok,,,,,,,
Ulcha,Ulcha,,,,,,,
Jurchen,Jurchen,,,,,,,
Manchu,Manchu,,,,,,,
Xibe,Xibe,,,,,,,
Even,Even,,,,,,,
Solon,Solon,,,,,,,
EvenkiKamnigan,Evenki (Kamnigan),,,,,,,
StonyEvenkiPTPodkamennayaTunguska,Stony Evenki (PT = Podkamennaya Tunguska),,,,,,,
SouthernEvenkiChiringda,Southern Evenki (Chiringda),,,,,,,
NorthernEvenkiTutonchany,Northern Evenki (Tutonchany),,,,,,,
NorthernEvenkiTura,Northern Evenki (Tura),,,,,,,
Negidal,Negidal,,,,,,,
Oroqen,Oroqen,,,,,,,
Korean,Korean,,,,,,,
Hwanghae,Hwanghae,,,,,,,
SouthernHamgyong,Southern Hamgyong,,,,,,,
NorthernHamgyong,Northern Hamgyong,,,,,,,
SouthernPyongan,Southern Pyongan,,,,,,,
NorthernPyongan,Northern Pyongan,,,,,,,
Jeju,Jeju,,,,,,,
SouthernJeolla,Southern Jeolla,,,,,,,
NorthernJeolla,Northern Jeolla,,,,,,,
SouthernGyeongsang,Southern Gyeongsang,,,,,,,
NorthernGyeongsang,Northern Gyeongsang,,,,,,,
SouthernChungcheong,Southern Chungcheong,,,,,,,
NorthernChungcheong,Northern Chungcheong,,,,,,,
Gyeonggi,Gyeonggi,,,,,,,
Gangwon,Gangwon,,,,,,,
LateMiddleKorean,(Late) Middle Korean,,,,,,,
Japanese,Japanese,,,,,,,
OldJapanese,Old Japanese,,,,,,,
AmamiYamatohama,Amami Yamatohama ,,,,,,,
AmamiAsama,Amami Asama,,,,,,,
AmamiYoron,Amami Yoron,,,,,,,
OkinawaYonamine,Okinawa Yonamine,,,,,,,
OkinawaShuri,Okinawa Shuri,,,,,,,
MiyakoIrabu,Miyako Irabu,,,,,,,
YaeyamaIshigaki,Yaeyama Ishigaki,,,,,,,
YaeyamaHatoma,Yaeyama Hatoma,,,,,,,
Yonaguni,Yonaguni,,,,,,,
Kagoshima,Kagoshima,,,,,,,
Koshikiislands,Koshiki islands,,,,,,,
Kumamoto,Kumamoto,,,,,,,
Fukuoka,Fukuoka,,,,,,,
Hachijo,Hachijo,,,,,,,
EasternEvenki,Eastern Evenki ,,,,,,,
SouthernEvenkiVershinaTuturyBaikal,"Southern Evenki  (Vershina-Tutury, Baikal)",,,,,,,
